Name,Content,AdditionalContent,Link,Organization
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5156","Bleaching : Number of colonies observed: 5; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 80
Survey Date : 2/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5157","Bleaching : Number of colonies observed: 11; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 2/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5150","Bleaching : Number of colonies observed: 5; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 2/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5151","Bleaching : Number of colonies observed: 21; Number of bleached colonies: 12
Temp : 
Other :","Family :  
Species : 
Percent Damage : 57.142857142857139
Survey Date : 2/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5130","Bleaching : Number of colonies observed: 9; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 44.444444444444443
Survey Date : 12/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5118","Bleaching : Number of colonies observed: 21; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 14.285714285714285
Survey Date : 12/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5119","Bleaching : Number of colonies observed: 12; Number of bleached colonies: 9
Temp : 
Other :","Family :  
Species : 
Percent Damage : 75
Survey Date : 12/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5120","Bleaching : Number of colonies observed: 12; Number of bleached colonies: 7
Temp : 
Other :","Family :  
Species : 
Percent Damage : 58.333333333333336
Survey Date : 12/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5121","Bleaching : Number of colonies observed: 12; Number of bleached colonies: 5
Temp : 
Other :","Family :  
Species : 
Percent Damage : 41.666666666666671
Survey Date : 12/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5122","Bleaching : Number of colonies observed: 10; Number of bleached colonies: 8
Temp : 
Other :","Family :  
Species : 
Percent Damage : 80
Survey Date : 12/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5123","Bleaching : Number of colonies observed: 20; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 20
Survey Date : 12/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5124","Bleaching : Number of colonies observed: 17; Number of bleached colonies: 6
Temp : 
Other :","Family :  
Species : 
Percent Damage : 35.294117647058826
Survey Date : 12/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 4983","Bleaching : Number of colonies observed: 34; Number of bleached colonies: 19
Temp : 
Other :","Family :  
Species : 
Percent Damage : 55.882352941176471
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 4984","Bleaching : Number of colonies observed: 18; Number of bleached colonies: 6
Temp : 
Other :","Family :  
Species : 
Percent Damage : 33.333333333333329
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 4985","Bleaching : Number of colonies observed: 7; Number of bleached colonies: 1
Temp : 
Other :","Family :  
Species : 
Percent Damage : 14.285714285714285
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5001","Bleaching : Number of colonies observed: 26; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 11.538461538461538
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5002","Bleaching : Number of colonies observed: 4; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 75
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 4990","Bleaching : Number of colonies observed: 8; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 37.5
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 4991","Bleaching : Number of colonies observed: 12; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 25
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 4992","Bleaching : Number of colonies observed: 13; Number of bleached colonies: 5
Temp : 
Other :","Family :  
Species : 
Percent Damage : 38.461538461538467
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 4993","Bleaching : Number of colonies observed: 17; Number of bleached colonies: 8
Temp : 
Other :","Family :  
Species : 
Percent Damage : 47.058823529411761
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5016","Bleaching : Number of colonies observed: 17; Number of bleached colonies: 6
Temp : 
Other :","Family :  
Species : 
Percent Damage : 35.294117647058826
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5017","Bleaching : Number of colonies observed: 18; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 16.666666666666664
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5020","Bleaching : Number of colonies observed: 18; Number of bleached colonies: 7
Temp : 
Other :","Family :  
Species : 
Percent Damage : 38.888888888888893
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 5021","Bleaching : Number of colonies observed: 6; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 66.666666666666657
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paso Lagrimas, Pez Maya, Reserva de la Biosfera de Sian Kaan 4963","Bleaching : Number of colonies observed: 3; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 66.666666666666657
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4761","Bleaching : Number of colonies observed: 25; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 8
Survey Date : 6/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4712","Bleaching : Number of colonies observed: 5; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 60
Survey Date : 3/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4706","Bleaching : Number of colonies observed: 24; Number of bleached colonies: 8
Temp : 
Other :","Family :  
Species : 
Percent Damage : 33.333333333333329
Survey Date : 3/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4707","Bleaching : Number of colonies observed: 28; Number of bleached colonies: 12
Temp : 
Other :","Family :  
Species : 
Percent Damage : 42.857142857142854
Survey Date : 3/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4686","Bleaching : Number of colonies observed: 29; Number of bleached colonies: 10
Temp : 
Other :","Family :  
Species : 
Percent Damage : 34.482758620689658
Survey Date : 3/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4687","Bleaching : Number of colonies observed: 28; Number of bleached colonies: 24
Temp : 
Other :","Family :  
Species : 
Percent Damage : 85.714285714285708
Survey Date : 3/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4453","Bleaching : Number of colonies observed: 20; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4454","Bleaching : Number of colonies observed: 24; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 16.666666666666664
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4455","Bleaching : Number of colonies observed: 27; Number of bleached colonies: 9
Temp : 
Other :","Family :  
Species : 
Percent Damage : 33.333333333333329
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4456","Bleaching : Number of colonies observed: 33; Number of bleached colonies: 11
Temp : 
Other :","Family :  
Species : 
Percent Damage : 33.333333333333329
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4507","Bleaching : Number of colonies observed: 42; Number of bleached colonies: 5
Temp : 
Other :","Family :  
Species : 
Percent Damage : 11.904761904761903
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4497","Bleaching : Number of colonies observed: 19; Number of bleached colonies: 9
Temp : 
Other :","Family :  
Species : 
Percent Damage : 47.368421052631575
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4498","Bleaching : Number of colonies observed: 3; Number of bleached colonies: 1
Temp : 
Other :","Family :  
Species : 
Percent Damage : 33.333333333333329
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4499","Bleaching : Number of colonies observed: 4; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 50
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4500","Bleaching : Number of colonies observed: 5; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 60
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4501","Bleaching : Number of colonies observed: 18; Number of bleached colonies: 8
Temp : 
Other :","Family :  
Species : 
Percent Damage : 44.444444444444443
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4502","Bleaching : Number of colonies observed: 29; Number of bleached colonies: 9
Temp : 
Other :","Family :  
Species : 
Percent Damage : 31.03448275862069
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4503","Bleaching : Number of colonies observed: 17; Number of bleached colonies: 7
Temp : 
Other :","Family :  
Species : 
Percent Damage : 41.17647058823529
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4504","Bleaching : Number of colonies observed: 21; Number of bleached colonies: 5
Temp : 
Other :","Family :  
Species : 
Percent Damage : 23.809523809523807
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4505","Bleaching : Number of colonies observed: 20; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 20
Survey Date : 6/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4555","Bleaching : Number of colonies observed: 4; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4556","Bleaching : Number of colonies observed: 15; Number of bleached colonies: 1
Temp : 
Other :","Family :  
Species : 
Percent Damage : 6.666666666666667
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4557","Bleaching : Number of colonies observed: 23; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 13.043478260869565
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4558","Bleaching : Number of colonies observed: 18; Number of bleached colonies: 6
Temp : 
Other :","Family :  
Species : 
Percent Damage : 33.333333333333329
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4597","Bleaching : Number of colonies observed: 19; Number of bleached colonies: 1
Temp : 
Other :","Family :  
Species : 
Percent Damage : 5.2631578947368416
Survey Date : 9/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4598","Bleaching : Number of colonies observed: 17; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 23.52941176470588
Survey Date : 9/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4599","Bleaching : Number of colonies observed: 4; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 9/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4583","Bleaching : Number of colonies observed: 2; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4584","Bleaching : Number of colonies observed: 7; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 28.571428571428569
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4589","Bleaching : Number of colonies observed: 8; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 25
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4590","Bleaching : Number of colonies observed: 7; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 42.857142857142854
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4591","Bleaching : Number of colonies observed: 17; Number of bleached colonies: 8
Temp : 
Other :","Family :  
Species : 
Percent Damage : 47.058823529411761
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4592","Bleaching : Number of colonies observed: 20; Number of bleached colonies: 5
Temp : 
Other :","Family :  
Species : 
Percent Damage : 25
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4593","Bleaching : Number of colonies observed: 5; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Paytocal, Mahahual 4594","Bleaching : Number of colonies observed: 2; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 8/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 5187","Bleaching : Number of colonies observed: 9; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 33.333333333333329
Survey Date : 5/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4766","Bleaching : Number of colonies observed: 10; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 40
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4767","Bleaching : Number of colonies observed: 5; Number of bleached colonies: 1
Temp : 
Other :","Family :  
Species : 
Percent Damage : 20
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4768","Bleaching : Number of colonies observed: 18; Number of bleached colonies: 8
Temp : 
Other :","Family :  
Species : 
Percent Damage : 44.444444444444443
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4769","Bleaching : Number of colonies observed: 11; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 27.27272727272727
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4770","Bleaching : Number of colonies observed: 10; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 30
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4771","Bleaching : Number of colonies observed: 11; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 18.181818181818183
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4772","Bleaching : Number of colonies observed: 11; Number of bleached colonies: 8
Temp : 
Other :","Family :  
Species : 
Percent Damage : 72.727272727272734
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4828","Bleaching : Number of colonies observed: 10; Number of bleached colonies: 4
Temp : 
Other :","Family :  
Species : 
Percent Damage : 40
Survey Date : 11/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4829","Bleaching : Number of colonies observed: 11; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 18.181818181818183
Survey Date : 11/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4830","Bleaching : Number of colonies observed: 12; Number of bleached colonies: 5
Temp : 
Other :","Family :  
Species : 
Percent Damage : 41.666666666666671
Survey Date : 11/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4820","Bleaching : Number of colonies observed: 20; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 10
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4821","Bleaching : Number of colonies observed: 23; Number of bleached colonies: 15
Temp : 
Other :","Family :  
Species : 
Percent Damage : 65.217391304347828
Survey Date : 10/2004
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4941","Bleaching : Number of colonies observed: 9; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 22.222222222222221
Survey Date : 3/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4913","Bleaching : Number of colonies observed: 9; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4914","Bleaching : Number of colonies observed: 11; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 5190","Bleaching : Number of colonies observed: 9; Number of bleached colonies: 6
Temp : 
Other :","Family :  
Species : 
Percent Damage : 66.666666666666657
Survey Date : 5/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 5191","Bleaching : Number of colonies observed: 13; Number of bleached colonies: 8
Temp : 
Other :","Family :  
Species : 
Percent Damage : 61.53846153846154
Survey Date : 5/2006
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4862","Bleaching : Number of colonies observed: 8; Number of bleached colonies: 2
Temp : 
Other :","Family :  
Species : 
Percent Damage : 25
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4863","Bleaching : Number of colonies observed: 12; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 25
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4867","Bleaching : Number of colonies observed: 10; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 30
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4859","Bleaching : Number of colonies observed: 3; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4860","Bleaching : Number of colonies observed: 9; Number of bleached colonies: 6
Temp : 
Other :","Family :  
Species : 
Percent Damage : 66.666666666666657
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4905","Bleaching : Number of colonies observed: 7; Number of bleached colonies: 5
Temp : 
Other :","Family :  
Species : 
Percent Damage : 71.428571428571431
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4906","Bleaching : Number of colonies observed: 8; Number of bleached colonies: 0
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0
Survey Date : 2/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4964","Bleaching : Number of colonies observed: 12; Number of bleached colonies: 1
Temp : 
Other :","Family :  
Species : 
Percent Damage : 8.3333333333333321
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
"Pedro Paila, Pez Maya, Reserva de la Biosfera de Sian Kaan 4965","Bleaching : Number of colonies observed: 4; Number of bleached colonies: 3
Temp : 
Other :","Family :  
Species : 
Percent Damage : 75
Survey Date : 5/2005
Source : Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk",http://www.reefbase.org,2
